"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-06",102.2191,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-07",102.0939,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-08",101.9814,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-09",101.9019,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-10",101.8646,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-11",101.8165,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-12",101.68,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-01",101.4008,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-02",101.0842,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-03",100.8823,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-04",100.919,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-05",101.0987,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-06",101.2994,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-07",101.421,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-08",101.4139,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-09",101.1897,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-10",100.661,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-11",99.99844,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-12",99.4078,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-01",99.04086,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-02",98.83449,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-03",98.71423,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-04",98.63725,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-05",98.54924,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-06",98.39599,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-07",98.14606,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-08",97.87871,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-09",97.70702,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-10",97.71848,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-11",97.8199,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-12",97.88931,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-01",97.83794,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-02",97.70427,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-03",97.54187,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-04",97.38981,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-05",97.27159,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-06",97.21655,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-07",97.24731,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-08",97.30417,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-09",97.31234,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-10",97.22312,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-11",97.10379,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-12",97.06338,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-01",97.20868,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-02",97.5212,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-03",98.00604,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-04",98.67339,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-05",99.34785,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-06",99.78532,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-07",99.78278,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-08",99.52516,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-09",99.22839,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-10",99.03752,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-11",98.96413,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-12",99.01176,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-01",99.18396,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-02",99.37133,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-03",99.44073,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-04",99.30936,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-05",99.1367,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-06",99.16187,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-07",99.58212,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-08",100.2337,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-09",100.9229,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-10",101.5265,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-11",102.0538,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-12",102.5335,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-01",102.9762,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-02",103.3851,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-03",103.7381,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-04",104.0036,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-05",104.2122,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-06",104.3877,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-07",104.5342,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-08",104.6569,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-09",104.7458,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-10",104.7844,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-11",104.7913,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-12",104.781,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-01",104.7581,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-02",104.7265,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-03",104.6806,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-04",104.6035,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-05",104.4803,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-06",104.2776,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-07",103.9685,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-08",103.6367,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-09",103.3945,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-10",103.3214,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-11",103.3149,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-12",103.2287,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-01",102.9445,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-02",102.5238,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-03",102.0342,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-04",101.5132,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-05",100.9996,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-06",100.5322,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-07",100.1404,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-08",99.7887,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-09",99.4417,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-10",99.08911,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-11",98.76596,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-12",98.54568,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-01",98.50384,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-02",98.57897,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-03",98.71242,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-04",98.87126,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-05",99.01289,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-06",99.08955,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-07",99.07011,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-08",99.02679,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-09",99.05659,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-10",99.22652,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-11",99.44582,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-12",99.59009,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-01",99.57612,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-02",99.5117,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-03",99.54621,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-04",99.77168,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-05",100.0248,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-06",100.0538,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-07",99.65704,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-08",99.04657,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-09",98.49309,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-10",98.18489,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-11",98.02974,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-12",97.89772,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-01",97.71105,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-02",97.5107,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-03",97.38168,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-04",97.39191,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-05",97.45993,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-06",97.47524,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-07",97.36111,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-08",97.1899,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-09",97.06847,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-10",97.08069,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-11",97.18005,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-12",97.30824,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-01",97.42641,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-02",97.51775,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-03",97.56734,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-04",97.56882,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-05",97.57288,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-06",97.65306,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-07",97.86906,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-08",98.15382,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-09",98.42435,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-10",98.62375,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-11",98.77739,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-12",98.92432,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-01",99.09425,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-02",99.29137,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-03",99.52051,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-04",99.78604,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-05",100.0588,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-06",100.3049,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-07",100.5063,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-08",100.7101,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-09",100.9891,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-10",101.4024,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-11",101.8797,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-12",102.3302,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-01",102.6889,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-02",102.9882,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-03",103.2615,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-04",103.5045,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-05",103.6638,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-06",103.6228,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-07",103.2704,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-08",102.7716,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-09",102.331,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-10",102.1039,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-11",102.0483,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-12",102.1197,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-01",102.294,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-02",102.4631,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-03",102.4894,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-04",102.2656,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-05",101.9174,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-06",101.6019,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-07",101.4312,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-08",101.3634,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-09",101.34,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-10",101.3218,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-11",101.279,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-12",101.177,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-01",100.9868,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-02",100.7535,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-03",100.5259,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-04",100.3282,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-05",100.1257,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-06",99.85966,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-07",99.486,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-08",99.07822,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-09",98.7435,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-10",98.57297,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-11",98.51895,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-12",98.53282,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-01",98.58635,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-02",98.62515,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-03",98.58051,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-04",98.39594,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-05",98.13717,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-06",97.88263,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-07",97.6881,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-08",97.54716,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-09",97.45502,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-10",97.41873,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-11",97.41863,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-12",97.44462,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-01",97.49626,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-02",97.55682,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-03",97.60691,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-04",97.62939,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-05",97.62455,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-06",97.58764,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-07",97.51371,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-08",97.43458,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-09",97.39464,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-10",97.43203,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-11",97.5205,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-12",97.63009,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-01",97.73663,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-02",97.81026,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-03",97.80689,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-04",97.69256,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-05",97.5449,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-06",97.47139,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-07",97.56093,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-08",97.7613,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-09",98.01836,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-10",98.30444,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-11",98.58996,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-12",98.85154,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-01",99.08052,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-02",99.3155,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-03",99.60942,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-04",99.99066,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-05",100.3652,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-06",100.5928,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-07",100.57,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-08",100.4602,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-09",100.4871,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-10",100.8167,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-11",101.3006,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-12",101.7355,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-01",101.967,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-02",102.0429,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-03",102.0146,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-04",101.8939,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-05",101.7138,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-06",101.4858,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-07",101.2166,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-08",100.9731,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-09",100.8569,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-10",100.9543,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1578,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-12",101.3304,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-01",101.3639,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-02",101.2669,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-03",101.0341,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-04",100.6447,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-05",100.1976,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-06",99.81017,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-07",99.57549,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-08",99.45955,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-09",99.4379,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-10",99.5135,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-11",99.64041,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-12",99.77887,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-01",99.89906,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-02",99.97343,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-03",99.95448,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-04",99.79844,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-05",99.58226,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-06",99.39825,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-07",99.30878,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-08",99.26894,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-09",99.21592,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-10",99.10895,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-11",98.98226,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-12",98.88866,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-01",98.86287,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-02",98.8517,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-03",98.77256,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-04",98.55726,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-05",98.26385,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-06",97.96515,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-07",97.71535,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-08",97.52197,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-09",97.39958,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-10",97.36713,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-11",97.37422,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-12",97.36629,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-01",97.31017,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-02",97.23466,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-03",97.18872,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-04",97.21881,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-05",97.3169,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-06",97.48839,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-07",97.75201,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-08",98.06641,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-09",98.39331,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-10",98.70986,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-11",99.00855,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-12",99.27472,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-01",99.48198,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-02",99.62019,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-03",99.65151,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-04",99.53566,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-05",99.36191,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-06",99.23624,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-07",99.22633,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-08",99.25848,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-09",99.22556,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-10",99.05289,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-11",98.82922,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-12",98.68524,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-01",98.72318,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-02",98.86671,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.01905,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.11549,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.16716,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.19722,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-07",99.22189,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-08",99.25311,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-09",99.30642,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-10",99.4026,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-11",99.54688,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-12",99.76357,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-01",100.0824,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-02",100.4527,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-03",100.8164,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-04",101.1303,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-05",101.3943,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-06",101.5986,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-07",101.7215,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-08",101.7866,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-09",101.805,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-10",101.7756,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-11",101.7322,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-12",101.7073,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-01",101.7105,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-02",101.6877,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-03",101.551,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-04",101.2335,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-05",100.8593,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-06",100.6034,
